seq_id,mean_n_hydrophobic,std_n_hydrophobic,occ_n_hydrophobic_gt0,mean_n_polar,std_n_polar,occ_n_polar_gt0,mean_n_pos_charged,std_n_pos_charged,occ_n_pos_charged_gt0,mean_n_neg_charged,std_n_neg_charged,occ_n_neg_charged_gt0,mean_n_other,std_n_other,occ_n_other_gt0,mean_n_total,std_n_total,occ_n_total_gt0,mean_frac_hydrophobic,std_frac_hydrophobic
bind_102_binder,11.937857142857142,1.3067390086527202,1.0,2.6669642857142857,0.6614227620463792,0.9905357142857144,0.4358928571428571,0.6323123007369581,0.3605357142857143,0.3935714285714285,0.4885416657601207,0.3935714285714285,0.0,0.0,0.0,15.434285714285714,1.5215016749707428,1.0,0.7745640228817934,0.0554642312686262
bind_110_binder,14.392142857142858,1.858419753336645,1.0,2.3575,1.0184270960653,0.97,1.3083928571428571,0.6127230695420074,0.9948214285714284,0.0,0.0,0.0,0.0,0.0,0.0,18.058035714285715,2.145765697203662,1.0,0.7976710068854423,0.0539898546733986
nonb_006_nb,12.015535714285717,1.284776828373119,1.0,1.2382142857142855,0.7211377596321988,0.8760714285714286,1.2866071428571428,0.9010901666983212,0.7971428571428572,0.0285714285714285,0.1665986255670086,0.0285714285714285,0.0,0.0,0.0,14.568928571428572,1.540257026987273,1.0,0.8270403601363562,0.0633915050271935
nonb_008_nb,12.851964285714285,1.490702039360335,1.0,3.6289285714285713,0.551445109855617,1.0,2.9505357142857145,0.3165941500838999,1.0,0.9948214285714284,0.0894924392542379,0.9933928571428572,0.0,0.0,0.0,20.42625,1.508046350296587,1.0,0.6276681621607559,0.0374037407669772
nonb_009_nb,18.139107142857146,1.376371753127084,1.0,2.0026785714285715,0.3237502954848545,0.9994642857142856,2.467857142857143,0.5388834829193277,0.9985714285714286,0.0008928571428571,0.0298673726494245,0.0008928571428571,0.0,0.0,0.0,22.610535714285717,1.4668709647736295,1.0,0.8020264967416921,0.0260989807401282
nonb_010_nb,11.638035714285714,1.399062083329473,1.0,2.057142857142857,0.7516308798817654,0.99375,2.705,0.580433950961323,0.9994642857142856,1.1289285714285715,0.4125083487095771,0.9710714285714286,0.0,0.0,0.0,17.529107142857143,1.7971830902690409,1.0,0.6639304896879942,0.0437882941253654
nonb_011_nb,17.033214285714287,1.4593187098570262,1.0,2.256607142857143,1.4498925782693035,0.865,1.6283928571428572,0.7968336373818975,0.9830357142857142,0.3507142857142857,0.4771936457144039,0.3507142857142857,0.0,0.0,0.0,21.26892857142857,1.7614418592361736,1.0,0.8022938946718597,0.0516598205125627
nonb_013_nb,13.943392857142856,1.3674177655944306,1.0,3.8719642857142857,0.6518104447363106,1.0,2.3548214285714284,0.4788322516864357,1.0,1.3555357142857145,0.5283276163074019,0.975,0.0,0.0,0.0,21.525714285714287,1.669917509877634,1.0,0.6471807677494769,0.0287977176302987
nonb_014_nb,11.46875,1.5250603764394757,1.0,5.448214285714286,0.8056698790954225,1.0,2.3385714285714285,0.6905055822972567,0.9957142857142856,0.9557142857142856,0.2065953355065433,0.9555357142857144,0.0,0.0,0.0,20.21125,1.72839165793355,1.0,0.5665831858279389,0.0499670701536031
nonb_017_nb,13.049464285714286,1.3155185284611122,1.0,2.588214285714286,0.9778275979049116,1.0,2.4857142857142858,0.6334228364970104,1.0,0.1258928571428571,0.3333395779602144,0.1253571428571428,0.0,0.0,0.0,18.249285714285715,1.5889123156860403,1.0,0.7157012910236892,0.0481582305965072
nonb_018_nb,14.33,1.6256954555776166,1.0,3.090357142857143,0.7331779268697194,1.0,2.7551785714285715,1.0703262037332166,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.175535714285715,2.05645535851903,1.0,0.7108103518637532,0.0440513058430662
nonb_019_nb,14.458035714285714,2.1784717117108703,1.0,3.020892857142857,0.6555471454815279,0.9980357142857142,1.4167857142857143,0.6235300059879613,0.9398214285714286,0.0005357142857142,0.0231393019756078,0.0005357142857142,0.0,0.0,0.0,18.89625,2.319202497242163,1.0,0.763338400084881,0.0495317947774109
nonb_021_nb,14.588928571428571,1.8972589989729065,1.0,1.8664285714285715,1.1824678016930594,0.9085714285714286,1.5330357142857145,0.6718695123174088,0.9253571428571428,0.0,0.0,0.0,0.0,0.0,0.0,17.988392857142856,1.913777376202171,1.0,0.8126935707521061,0.0808304592864143
nonb_022_nb,14.529107142857145,1.4854806542781678,1.0,1.6116071428571428,0.769768696208975,0.94875,2.1,0.9817986409791836,0.9757142857142858,0.1460714285714285,0.3531778112035503,0.1460714285714285,0.0,0.0,0.0,18.386785714285715,1.683333329123729,1.0,0.7923224812744051,0.0686117256382867
nonb_023_nb,18.35214285714286,1.566819702324373,1.0,1.5458928571428572,0.8821853481669305,0.9907142857142858,1.1348214285714286,0.3633204561080075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.032857142857143,1.3852510271294751,1.0,0.8726422370912181,0.0502488985946313
nonb_024_nb,13.464642857142858,1.238158142861684,1.0,3.2205357142857145,0.6590900644147233,1.0,1.6819642857142858,0.6350728857013667,0.9648214285714286,0.0001785714285714,0.0133618689118074,0.0001785714285714,0.0,0.0,0.0,18.36732142857143,1.6204838244348825,1.0,0.7339320215491716,0.040939986576407
nonb_025_nb,14.476964285714285,1.3931611275426536,1.0,0.6971428571428572,0.7521818603372513,0.5435714285714286,2.9467857142857143,0.2307372279614777,1.0,0.5335714285714286,0.4988716860913971,0.5335714285714286,0.0,0.0,0.0,18.654464285714287,1.583981668863601,1.0,0.7764528091818796,0.0443231982822732
nonb_026_nb,11.661964285714284,1.1101076518628676,1.0,4.661964285714285,0.9060410737355776,1.0,1.0798214285714285,0.5387352618846841,0.8941071428571429,0.2833928571428571,0.4510415596376992,0.2832142857142857,0.0,0.0,0.0,17.687142857142856,1.561699754257834,1.0,0.6604232414777519,0.0455199715659579
nonb_029_nb,13.227321428571427,1.488504751985587,1.0,2.3980357142857143,0.8461866554533621,0.99875,2.2330357142857142,0.711247444491661,1.0,0.0005357142857142,0.0231393019756078,0.0005357142857142,0.0,0.0,0.0,17.85892857142857,1.6322942646246512,1.0,0.7408936788939757,0.0532356096595347
nonb_032_nb,13.80642857142857,1.3816507060286212,1.0,1.2319642857142856,0.5802829348160907,0.9832142857142856,3.2158928571428573,0.4644477395855452,1.0,0.3617857142857142,0.480517233015102,0.3617857142857142,0.0,0.0,0.0,18.616071428571427,1.5794751372477107,1.0,0.7414865721818737,0.0371736762977566
nonb_046_nb,16.882857142857144,1.4617231933158723,1.0,2.3510714285714287,0.5608974905434675,0.9996428571428572,2.81625,0.8839765318879067,1.0,0.685,0.4656677233515638,0.6844642857142857,0.0,0.0,0.0,22.73517857142857,1.9790090332857329,1.0,0.74366379125541,0.0403546609950172
nonb_047_nb,15.546964285714283,1.4332560578263462,1.0,2.4135714285714287,0.8695409884601443,0.9923214285714286,1.489107142857143,0.6368639033400708,0.93125,0.0,0.0,0.0,0.0,0.0,0.0,19.44964285714286,2.0771632134490834,1.0,0.8021982385085835,0.0525533459921185
nonb_048_nb,12.577857142857145,1.306170403296974,1.0,1.69,0.7083481791161341,0.9116071428571428,3.466428571428572,0.851226905647348,1.0,1.5891071428571428,0.4919958506855894,1.0,0.0,0.0,0.0,19.323392857142856,1.7557729034588754,1.0,0.6515690400186002,0.0441065722057614
nonb_049_nb,13.807321428571427,1.3096550678265149,1.0,2.148214285714286,0.3695997214306751,1.0,3.179464285714286,0.5362965585611098,1.0,0.54125,0.4982955322898249,0.54125,0.0,0.0,0.0,19.67625,1.421646508328585,1.0,0.7013568599540533,0.0371800616800055
nonb_050_nb,9.357678571428572,1.5450710698765244,1.0,1.0285714285714285,0.7706014083897361,0.7455357142857143,2.7317857142857145,0.5146326954484041,0.9996428571428572,0.1435714285714285,0.3506546356023085,0.1435714285714285,0.0,0.0,0.0,13.261607142857144,1.991757369031639,1.0,0.7065662919259226,0.0604798547500136
nonb_051_nb,12.986607142857142,1.290348481150004,1.0,0.9848214285714286,0.4956434889234851,0.8716071428571428,3.87875,0.8183903244872129,1.0,0.5510714285714285,0.4973848702802222,0.5510714285714285,0.0,0.0,0.0,18.40125,1.6730741193768348,1.0,0.7068747076578493,0.0495108859134603
nonb_052_nb,14.45625,1.2543695947993727,1.0,0.7814285714285715,0.450885749590374,0.7651785714285714,2.457678571428572,0.7876241196322842,0.9980357142857142,0.6069642857142857,0.5077837688104524,0.5973214285714286,0.0,0.0,0.0,18.302321428571428,1.511808863428448,1.0,0.7909060784094647,0.0461265838643265
nonb_053_nb,10.73875,1.3221189195756935,1.0,2.4714285714285715,0.7257297523661186,0.9994642857142856,2.259464285714286,0.5294873519427512,1.0,0.2814285714285714,0.4536495995630036,0.2796428571428571,0.0,0.0,0.0,15.751071428571429,1.5457888399633055,1.0,0.681749360736811,0.0512253233417307
nonb_054_nb,13.673392857142858,1.5298013138800015,1.0,4.14125,0.9465417553615144,1.0,3.07375,0.3855749996526523,1.0,0.7907142857142857,0.4107304344651347,0.7891071428571429,0.0,0.0,0.0,21.67910714285714,1.6685299098155175,1.0,0.6299462026635944,0.0404476905153068
nonb_056_nb,12.759285714285712,1.6453135362760076,1.0,1.4380357142857143,0.942687873739722,0.8592857142857143,2.2375,0.9957162712626236,0.9723214285714286,0.0339285714285714,0.181045363015427,0.0339285714285714,0.0,0.0,0.0,16.46875,1.7038051557993863,1.0,0.775065564994247,0.0639076684202679
nonb_066_nb,12.757142857142858,1.7348175226042346,1.0,1.45,0.5046214988908589,0.9998214285714284,2.5751785714285718,0.7265807669966139,0.9998214285714284,0.3392857142857143,0.492326318696891,0.3301785714285714,0.0,0.0,0.0,17.121607142857144,1.889642139954504,1.0,0.7446000638347958,0.0580327738312807
nonb_067_nb,12.455178571428572,1.2417405570284752,1.0,4.886607142857143,0.9103566349547426,1.0,2.0498214285714287,0.3182260599873964,1.0,0.1644642857142857,0.3706963507222259,0.1644642857142857,0.0,0.0,0.0,19.55607142857143,1.5225913983490549,1.0,0.6367105282005147,0.0373043876381866
nonb_068_nb,11.916785714285714,1.475104242252121,1.0,3.3416071428571428,1.028131586884179,0.9989285714285714,2.938392857142857,0.7521095968429503,0.9998214285714284,0.0044642857142857,0.0666660023351253,0.0044642857142857,0.0,0.0,0.0,18.20125,1.839166700379744,1.0,0.6557238353863907,0.0606129134242636
nonb_071_nb,15.399464285714286,1.2159210495441264,1.0,1.3726785714285714,0.610798631393559,0.9335714285714286,2.2955357142857142,0.7478407480465179,1.0,0.5796428571428571,0.4943392570092003,0.5792857142857143,0.0,0.0,0.0,19.647321428571427,1.472998631402027,1.0,0.7844371099569389,0.037814611265383
nonb_072_nb,11.39107142857143,1.3366772216574798,1.0,6.290535714285714,1.233194052107397,1.0,1.812142857142857,0.6381298409238915,1.0,0.0471428571428571,0.2119443515719758,0.0471428571428571,0.0,0.0,0.0,19.540892857142858,1.6424413196581509,1.0,0.5840089659031815,0.0588079662183464
nonb_073_nb,12.793392857142855,1.2401004809313323,1.0,2.724642857142857,0.6755155816266626,1.0,1.9516071428571429,1.1580375592010856,0.9842857142857144,0.4225,0.6279736402566136,0.3473214285714285,0.0,0.0,0.0,17.892142857142858,2.056212463214235,1.0,0.718959022167286,0.0621205089138611
nonb_074_nb,13.703214285714283,1.4698604247911933,1.0,2.0960714285714284,0.7507512394058286,0.9928571428571428,1.9042857142857144,0.3101546684597008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.70357142857143,1.6412064688726364,1.0,0.7739750373925127,0.042547293900296
nonb_075_nb,16.15892857142857,1.5640237468185207,1.0,2.7510714285714286,0.6696205710577249,0.9953571428571428,2.435178571428572,0.7101898414997132,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.345178571428573,1.9420060422440104,1.0,0.7574955604322775,0.036650618765767
nonb_080_nb,11.469285714285714,1.7941729662028298,1.0,1.76875,1.0322938439984726,0.8708928571428571,3.1005357142857144,0.3832190703335977,1.0,0.02625,0.1598778830858102,0.02625,0.0,0.0,0.0,16.364821428571428,1.7695676339064828,1.0,0.6986290784708866,0.0580460079153562
nonb_081_nb,10.80125,1.1240703500162763,1.0,1.2241071428571428,0.509156433951977,0.9839285714285714,2.8098214285714285,0.438434679413302,1.0,0.1146428571428571,0.3197094902614955,0.1142857142857142,0.0,0.0,0.0,14.949821428571427,1.3052708956264163,1.0,0.7223584892052454,0.0394802665211215
nonb_082_nb,14.44,1.5878916839633614,0.9998214285714284,1.3198214285714285,0.7683702396990022,0.8623214285714286,2.0464285714285717,0.5713281161701484,0.9998214285714284,0.0032142857142857,0.0566034811794526,0.0032142857142857,0.0,0.0,0.0,17.809464285714284,1.675223779979918,0.9998214285714284,0.8112636226307932,0.0536052743649967
nonb_085_nb,16.255714285714287,1.547222000350094,1.0,1.2475,0.6506816480759675,0.8871428571428571,2.8719642857142857,0.6275232484107011,1.0,1.240357142857143,0.427718049177068,0.9998214285714284,0.0,0.0,0.0,21.615535714285716,1.7363368867932214,1.0,0.7521373687082115,0.041526785030363
nonb_086_nb,13.587857142857144,1.0899520210372864,1.0,2.885,1.0800082671641256,0.9855357142857144,2.1853571428571428,0.3899632047006591,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.658214285714287,1.3808526185229302,1.0,0.7294441816711776,0.0480939487102016
nonb_087_nb,13.623035714285717,1.1717834692145517,1.0,3.5442857142857145,0.9983036632616514,1.0,1.44875,0.5094274184247027,1.0,1.8626785714285716,0.3569213152154156,0.9955357142857144,0.0,0.0,0.0,20.47875,1.533056660144786,1.0,0.6666215546454922,0.0523567812119451
nonb_088_nb,14.9925,0.9839502201403716,1.0,3.2248214285714285,0.4570772483611361,1.0,2.337857142857143,0.5449073128448881,1.0,0.0001785714285714,0.0133618689118074,0.0001785714285714,0.0,0.0,0.0,20.555357142857144,1.196187342418931,1.0,0.7296793886224312,0.0309741000466979
nonb_089_nb,9.729821428571428,1.073563809853206,1.0,2.4126785714285712,0.9898863410070092,0.9942857142857144,3.413392857142857,0.6230678041115655,1.0,0.5766071428571429,0.5664954191774013,0.5382142857142858,0.0,0.0,0.0,16.1325,1.798992029284335,1.0,0.6053677193357714,0.0518735981490629
nonb_115_nb,16.453214285714285,1.4097708870882646,1.0,0.7532142857142857,0.4842044548345591,0.7289285714285715,1.9530357142857144,0.6110074223387645,0.9955357142857144,0.0048214285714285,0.0692689136478924,0.0048214285714285,0.0,0.0,0.0,19.164285714285715,1.5427744686844187,1.0,0.8588232699316891,0.0338576739263886
nonb_116_nb,13.649821428571428,2.286696768478363,1.0,0.3171428571428571,0.592626461144775,0.2507142857142857,2.289107142857143,0.6864681263688855,0.9971428571428572,0.35,0.4806988959540354,0.3482142857142857,0.0,0.0,0.0,16.60607142857143,2.200040323146234,1.0,0.8198065305107749,0.0672880818673934
nonb_117_nb,14.432142857142855,1.341921216398492,1.0,1.0466071428571428,0.8980967510433907,0.7025,2.555892857142857,0.8157496044080174,0.9994642857142856,0.0001785714285714,0.0133618689118074,0.0001785714285714,0.0,0.0,0.0,18.03482142857143,1.64056881585041,1.0,0.8016967102429082,0.0507289078355076
pair_0008_low_pkt,11.021428571428572,1.0597699018645317,1.0,1.0789285714285717,0.8219221343277958,0.7830357142857143,2.952857142857143,0.3972122241578275,1.0,1.1292857142857142,0.6239844810995392,0.8664285714285714,0.0,0.0,0.0,16.1825,1.3168879033539644,1.0,0.6821415850852978,0.0510861384790687
pair_0014_fail_gate,12.69,1.0983624174196784,1.0,0.7651785714285714,0.4766343727167629,0.7414285714285714,2.863928571428572,0.9266215103640688,1.0,1.8892857142857145,0.3971679077402598,1.0,0.0,0.0,0.0,18.208392857142854,1.2575348288072443,1.0,0.6972012482478884,0.0421510109019914
pair_0052_nb,13.755,1.197606243422985,1.0,3.069107142857143,0.7380301406585019,1.0,2.8842857142857143,0.3527993012163934,1.0,0.1501785714285714,0.3572463689280059,0.1501785714285714,0.0,0.0,0.0,19.85857142857143,1.5868875968063898,1.0,0.6930153231890323,0.033849277336665
pair_0065_low_pkt,13.7725,1.5264434035645458,1.0,0.4983928571428571,0.7932736799979885,0.3139285714285714,2.525714285714286,0.9004262029387947,1.0,0.6707142857142857,0.4710924126161339,0.6701785714285714,0.0,0.0,0.0,17.467321428571427,1.828446834134124,1.0,0.7901918782335735,0.0592597705900923
pair_0091_nb,16.32125,1.5161671158596883,1.0,1.5798214285714285,0.5763679103769093,1.0,3.3298214285714285,0.492410220502278,1.0,0.0091071428571428,0.094995804150091,0.0091071428571428,0.0,0.0,0.0,21.24,1.5986288767923236,1.0,0.7680751172556336,0.0355923796828967
pair_0246_nb,12.487857142857145,1.4629455539689613,1.0,3.5651785714285715,1.0060717296769164,1.0,2.2230357142857144,0.6056915163762855,0.9989285714285714,0.0021428571428571,0.0462413808846843,0.0021428571428571,0.0,0.0,0.0,18.278214285714284,2.0782264993626325,1.0,0.6845064075222631,0.0480243119701421
pair_0263_fail_gate,11.617321428571428,0.9631532867755428,1.0,2.6757142857142857,0.6075561618450745,0.9996428571428572,2.8914285714285715,0.7821660140081438,1.0,0.2857142857142857,0.4549052379454473,0.2842857142857143,0.0,0.0,0.0,17.470178571428573,1.4060468787544398,1.0,0.6669265892331047,0.0533763721022978
pair_0269_nb,13.99625,1.361650865808539,1.0,0.7630357142857143,0.6294198565880703,0.6560714285714285,2.9867857142857144,0.5569403249094144,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.74607142857143,1.6081774051162796,1.0,0.7891635595104193,0.0394245553823929
pair_0272_nb,14.621071428571428,1.2168396985802266,1.0,3.089107142857143,0.9200674990489136,0.9998214285714284,1.8428571428571427,0.3654044446408189,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.553035714285716,1.4269252904195004,1.0,0.7484037755289169,0.0434293659035979
pair_0276_nb,14.00232142857143,1.559359404956577,1.0,2.017678571428571,0.8526481669971933,0.9996428571428572,1.7878571428571428,0.5925089338859744,1.0,0.1432142857142857,0.350291241799781,0.1432142857142857,0.0,0.0,0.0,17.951071428571428,1.7910787636938532,1.0,0.7803763080864237,0.045744389476521
pair_0288_nb,14.304464285714284,1.2001404971961425,1.0,3.374107142857143,1.5036411482817709,0.9523214285714284,1.9958928571428567,0.1552104192207916,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.674464285714286,1.7492625177106345,1.0,0.7300944378362767,0.0624004054814378
pair_0341_nb,11.409642857142858,0.9840041453994312,1.0,2.8960714285714286,0.3643765643016094,1.0,2.201071428571429,0.4411012135692271,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.506785714285716,1.1070990198694597,1.0,0.6907566380097617,0.0286819441698498
pair_0351_nb,13.731785714285714,1.2227853262456303,1.0,2.23,0.6140846847137617,1.0,2.9892857142857143,0.104673934926806,1.0,0.0191071428571428,0.1369016433392221,0.0191071428571428,0.0,0.0,0.0,18.970178571428573,1.2659002881510124,1.0,0.7233138150172269,0.0321594515749843
pair_0393_low_pkt,11.783214285714283,1.4159059532212397,0.9992857142857144,1.4928571428571429,0.6295852214120088,0.9951785714285716,2.0989285714285715,0.6509873780086144,0.9944642857142856,0.4955357142857143,0.5640871881786954,0.4614285714285714,0.0,0.0,0.0,15.870535714285714,1.553402854154684,0.9992857142857144,0.7432916881764666,0.0714728488568064
pair_0450_nb,12.815714285714286,1.2221042408527203,1.0,2.8119642857142857,0.5019601565109424,1.0,2.8601785714285715,0.6855029203632401,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.48785714285714,1.45388483809722,1.0,0.6930974551396493,0.0365533398025463
pair_0482_low_pkt,11.815714285714286,1.6354235549488805,1.0,1.9257142857142855,0.7044624524690976,0.9917857142857144,2.780535714285714,0.4156059244510062,1.0,0.7791071428571429,0.619872615905058,0.6730357142857143,0.0,0.0,0.0,17.30107142857143,1.802497947860362,1.0,0.6816858963153213,0.047212101504129
pair_0482_nb,9.684107142857142,1.252439443625511,0.9994642857142856,1.5401785714285714,0.9896752553082188,0.8266071428571429,1.8816071428571428,0.8513125932215211,0.9864285714285714,0.7555357142857143,0.5574701133656569,0.6946428571428571,0.0,0.0,0.0,13.861428571428572,1.9687046399050503,0.9994642857142856,0.7036182716837502,0.0766332049229522
pair_0502_nb,13.158392857142855,1.070922961057614,1.0,2.6439285714285714,0.6742712430347845,1.0,1.6989285714285711,0.6887350687295944,0.9978571428571428,0.0001785714285714,0.0133618689118074,0.0001785714285714,0.0,0.0,0.0,17.501428571428573,1.386284124366065,1.0,0.7530962104017167,0.046219615064813
pair_0506_nb,13.55642857142857,1.3539735550427496,1.0,0.6221428571428571,0.5500737427372621,0.5883928571428572,2.1014285714285714,0.6133032009752848,0.9957142857142856,1.0242857142857142,0.5938219344179856,0.8355357142857143,0.0,0.0,0.0,17.304285714285715,1.7953062384439928,1.0,0.7851860359057837,0.04846197325041
pair_0540_fail_gate,15.381785714285714,1.1657111672752407,1.0,2.164107142857143,0.9492652737506938,0.9998214285714284,1.885357142857143,0.7038667799218479,0.9901785714285716,0.915,0.2788816953476868,0.915,0.0,0.0,0.0,20.34625,1.4433110031402498,1.0,0.7568328143617026,0.0408469010106653
pair_0549_nb,13.97375,1.95854999434713,1.0,3.081785714285714,0.8519454776796316,0.9998214285714284,3.3535714285714286,0.5876600954251548,1.0,0.7930357142857143,0.4051296954717849,0.7930357142857143,0.0,0.0,0.0,21.202142857142857,2.319373925903985,1.0,0.6576511146545413,0.0390683782709379
pair_0567_nb,14.901071428571427,1.6390978339268445,1.0,0.8091071428571428,0.5566057106173424,0.7335714285714285,1.9821428571428568,0.8371096409792496,0.9948214285714284,0.0017857142857142,0.0422199657769174,0.0017857142857142,0.0,0.0,0.0,17.694107142857142,1.860635717768176,1.0,0.843243072234788,0.0508739877158782
pair_0584_nb,13.595714285714283,1.4517659900259128,1.0,1.0035714285714286,0.7641438453109012,0.7139285714285715,2.2235714285714288,0.6546657505154514,0.9989285714285714,1.1739285714285714,0.5228004213963918,0.9508928571428572,0.0,0.0,0.0,17.996785714285714,1.576498275046468,1.0,0.7575811797703857,0.0729431067243571
pair_0602_nb,14.344285714285714,1.9511085284514331,1.0,2.3580357142857142,0.8188775410865279,1.0,2.2232142857142856,0.4922583059694558,1.0,0.0003571428571428,0.0188948486663018,0.0003571428571428,0.0,0.0,0.0,18.925892857142856,2.226634453277055,1.0,0.7574154927229756,0.0442241038269429
pair_0647_nb,12.542857142857144,1.380716318082903,1.0,2.3857142857142857,1.0979572870023826,0.99875,4.078571428571428,0.6744612362350214,1.0,0.4426785714285714,0.5277309618662192,0.4267857142857142,0.0,0.0,0.0,19.44982142857143,2.306895711829016,1.0,0.6480082544631859,0.0573432638497428
pair_0684_nb,14.833571428571428,1.312500923226109,1.0,2.928392857142857,0.7317158815944554,0.9975,1.7867857142857142,0.7240045065537949,0.9855357142857144,0.0032142857142857,0.0566034811794526,0.0032142857142857,0.0,0.0,0.0,19.551964285714284,1.5741708924778437,1.0,0.7597693674238498,0.0495307224576697
pair_0715_fail_gate,11.510178571428572,1.3252641125874665,1.0,6.2907142857142855,1.1697616624504223,1.0,0.9483928571428571,0.7632268825419436,0.7146428571428571,0.0,0.0,0.0,0.0,0.0,0.0,18.749285714285715,1.5710549880606357,1.0,0.6143705265583388,0.055106748297641
